Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed	ELISA	Eye_sampled	Elisa_Concentration
248	3	3	248	8060F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi_Myco	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
249	3	3	249	8151F	Simmental	3/13/18	6/6/18	85	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
250	3	3	250	8168F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Keep	NONE	R	NONE
251	3	3	251	8205F	Simmental	3/30/18	6/6/18	68	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out	NONE	R	NONE
252	3	3	252	8167F	Simmental	3/19/18	6/6/18	79	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Keep	NONE	R	NONE
253	3	3	253	8211F	Simmental	4/2/18	6/6/18	65	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out	NONE	R	NONE
254	3	3	254	8160F	Simmental	3/16/18	6/6/18	82	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
255	3	3	255	8096F	Simmental	3/6/18	6/6/18	92	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
256	3	3	256	8128F	Simmental	3/9/18	6/6/18	89	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	YES	R	0.318337
257	3	3	257	8218F	Simmental	4/4/18	6/6/18	63	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep	NONE	R	NONE
258	3	3	258	8139F	Simmental	3/10/18	6/6/18	88	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
259	3	3	259	8149F	Simmental	3/12/18	6/6/18	86	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
260	3	3	260	8122F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
261	3	3	261	8095F	Simmental	3/6/18	6/6/18	92	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
262	3	3	262	8118F	Simmental	3/8/18	6/6/18	90	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
263	3	3	263	8147F	Simmental	3/11/18	6/6/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
264	3	3	264	8227F	Simmental	4/11/18	6/6/18	56	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep	NONE	R	NONE
265	3	3	265	8224F	Simmental	4/10/18	6/6/18	57	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out	NONE	R	NONE
266	3	3	266	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_6	Out	NONE	NONE	NONE
267	3	3	267	8052F	Simmental	3/1/18	6/6/18	97	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
268	3	3	268	8007F	Simmental	2/15/18	6/6/18	111	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
269	3	3	269	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_6	Out	NONE	NONE	NONE
270	3	3	270	8159F	Simmental	3/15/18	6/6/18	83	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
271	3	3	271	8039F	Simmental	2/27/18	6/6/18	99	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
272	3	3	272	8203F	Simmental	3/29/18	6/6/18	69	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Out	NONE	R	NONE
273	3	3	273	8212F	Simmental	4/2/18	6/6/18	65	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep	NONE	R	NONE
274	3	3	274	8148F	Simmental	3/12/18	6/6/18	86	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
275	3	3	275	8016F	Simmental	2/17/18	6/6/18	109	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
276	3	3	276	8186F	Simmental	3/22/18	6/6/18	76	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
277	3	3	277	8164F	Simmental	3/19/18	6/6/18	79	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
278	3	3	278	8080F	Simmental	3/4/18	6/6/18	94	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_6	Out	NONE	R	NONE
279	3	3	279	8162F	Simmental	3/16/18	6/6/18	82	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
280	3	3	280	8216F	Simmental	4/3/18	6/6/18	64	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep	NONE	R	NONE
281	3	3	281	8079F	Simmental	3/4/18	6/6/18	94	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
282	3	3	282	8045F	Simmental	2/28/18	6/6/18	98	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
283	3	3	283	8163F	Simmental	3/18/18	6/6/18	80	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
284	3	3	284	8166F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_6	Out	NONE	R	NONE
285	3	3	285	8143F	Simmental	3/10/18	6/6/18	88	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
286	3	3	286	8214F	Simmental	4/3/18	6/6/18	64	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_6	Keep	NONE	R	NONE
287	3	3	287	8086F	Simmental	3/5/18	6/6/18	93	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_6	Out	NONE	R	NONE
288	3	3	288	8120F	Simmental	3/8/18	6/6/18	90	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_6	Keep	NONE	R	NONE
289	4	4	289	8050F	Simmental	3/1/18	6/6/18	97	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
290	4	4	290	8174F	Simmental	3/20/18	6/6/18	78	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_1	Keep	NONE	R	NONE
291	4	4	291	8154F	Simmental	3/14/18	6/6/18	84	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	YES	R	0.3045438
292	4	4	292	8161F	Simmental	3/16/18	6/6/18	82	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
293	4	4	293	8132F	Simmental	3/9/18	6/6/18	89	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
294	4	4	294	8176F	Simmental	3/21/18	6/6/18	77	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
295	4	4	295	8115F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
296	4	4	296	8020F	Simmental	2/20/18	6/6/18	106	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
297	4	4	297	8239F	Simmental	4/28/18	6/6/18	39	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_1	Out	NONE	R	NONE
298	4	4	298	8038F	Simmental	2/27/18	6/6/18	99	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
299	4	4	299	8085F	Simmental	3/5/18	6/6/18	93	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_1	Out	NONE	R	NONE
300	4	4	300	8185F	Simmental	3/22/18	6/6/18	76	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
301	4	4	301	8155F	Simmental	3/14/18	6/6/18	84	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	YES	R	0.3025917
302	4	4	302	8065F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
303	4	4	303	8077F	Simmental	3/4/18	6/6/18	94	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
304	4	4	304	8137F	Simmental	3/10/18	6/6/18	88	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
305	4	4	305	8149F	Simmental	3/12/18	6/6/18	86	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
306	4	4	306	8114F	Simmental	3/8/18	6/6/18	90	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
307	4	4	307	8107F	Simmental	3/7/18	6/6/18	91	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
308	4	4	308	8053F	Simmental	3/2/18	6/6/18	96	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
309	4	4	309	8156F	Simmental	3/14/18	6/6/18	84	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Keep	NONE	R	NONE
310	4	4	310	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_1	Out	NONE	NONE	NONE
311	4	4	311	8048F	Simmental	2/28/18	6/6/18	98	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
312	4	4	312	8190F	Simmental	3/23/18	6/6/18	75	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
313	4	4	313	8196F	Simmental	3/28/18	6/6/18	70	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_1	Out	NONE	R	NONE
314	4	4	314	8171F	Simmental	3/20/18	6/6/18	78	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
315	4	4	315	8193F	Simmental	3/26/18	6/6/18	72	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	NONE	R	NONE
316	4	4	316	8057F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
317	4	4	317	8136F	Simmental	3/18/18	6/6/18	80	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_1	Out	YES	R	0.3151686
318	4	4	318	8140F	Simmental	3/10/18	6/6/18	88	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
319	4	4	319	8127F	Simmental	3/9/18	6/6/18	89	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
320	4	4	320	8094F	Simmental	3/6/18	6/6/18	92	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
321	4	4	321	8130F	Simmental	3/9/18	6/6/18	89	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	YES	R	0.307825
322	4	4	322	8145F	Simmental	3/10/18	6/6/18	88	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_1	Keep	NONE	R	NONE
323	4	4	323	8129F	Simmental	3/9/18	6/6/18	89	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_1	Out	NONE	R	NONE
